series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	531	-68.95033464	12.15058042	CUW	Curaçao	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	531	-68.95033464	12.15058042	CUW	Curaçao	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	533	-69.97050586	12.50878756	ABW	Aruba	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	533	-69.97050586	12.50878756	ABW	Aruba	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	FEMALE	NUMBER	Female	Number	4	3	3	3	3	3	2016	3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	2	MALE	NUMBER	Male	Number	10	9	9	9	9	9	2016	9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	3	BOTHSEX	NUMBER	Both	Number	14	12	12	12	12	12	2016	12	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	554	170.4755673	-43.98721568	NZL	New Zealand	1	FEMALE	NUMBER	Female	Number	98	150	168	155	157	156	2016	157	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	554	170.4755673	-43.98721568	NZL	New Zealand	2	MALE	NUMBER	Male	Number	401	398	398	405	409	407	2016	409	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	554	170.4755673	-43.98721568	NZL	New Zealand	3	BOTHSEX	NUMBER	Both	Number	499	548	566	560	566	563	2016	566	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	FEMALE	NUMBER	Female	Number	215	193	173	166	165	165.5	2016	165	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	2	MALE	NUMBER	Male	Number	651	579	546	579	585	582	2016	585	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	3	BOTHSEX	NUMBER	Both	Number	866	773	718	744	750	747	2016	750	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	562	9.400167877	17.42143036	NER	Niger	1	FEMALE	NUMBER	Female	Number	201	253	293	332	339	335.5	2016	339	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	562	9.400167877	17.42143036	NER	Niger	2	MALE	NUMBER	Male	Number	316	414	504	594	608	601	2016	608	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	562	9.400167877	17.42143036	NER	Niger	3	BOTHSEX	NUMBER	Both	Number	517	667	797	926	947	936.5	2016	947	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	566	8.097363256	9.585789025	NGA	Nigeria	1	FEMALE	NUMBER	Female	Number	6679	6924	8573	8459	8410	8434.5	2016	8410	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	566	8.097363256	9.585789025	NGA	Nigeria	2	MALE	NUMBER	Male	Number	5758	6454	7226	8888	9300	9094	2016	9300	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	566	8.097363256	9.585789025	NGA	Nigeria	3	BOTHSEX	NUMBER	Both	Number	12437	13378	15799	17347	17710	17528.5	2016	17710	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	570	-169.8601693	-19.05000475	NIU	Niue	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	570	-169.8601693	-19.05000475	NIU	Niue	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	570	-169.8601693	-19.05000475	NIU	Niue	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	578	11.47846389	61.34311134	NOR	Norway	1	FEMALE	NUMBER	Female	Number	162	209	211	236	219	227.5	2016	219	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	578	11.47846389	61.34311134	NOR	Norway	2	MALE	NUMBER	Male	Number	435	379	403	408	420	414	2016	420	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	578	11.47846389	61.34311134	NOR	Norway	3	BOTHSEX	NUMBER	Both	Number	597	588	614	644	639	641.5	2016	639	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	FEMALE	NUMBER	Female	Number	4	4	3	3	3	3	2016	3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	2	MALE	NUMBER	Male	Number	8	9	8	9	8	8.5	2016	8	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	3	BOTHSEX	NUMBER	Both	Number	12	13	11	12	12	12	2016	12	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	585	134.5733878	7.502307591	PLW	Palau	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	585	134.5733878	7.502307591	PLW	Palau	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	585	134.5733878	7.502307591	PLW	Palau	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	586	68.80479684	29.36491634	PAK	Pakistan	1	FEMALE	NUMBER	Female	Number	2662	3057	2857	2849	2841	2845	2016	2841	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	586	68.80479684	29.36491634	PAK	Pakistan	2	MALE	NUMBER	Male	Number	2107	2359	2463	2679	2711	2695	2016	2711	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	586	68.80479684	29.36491634	PAK	Pakistan	3	BOTHSEX	NUMBER	Both	Number	4769	5416	5320	5528	5552	5540	2016	5552	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	591	-81.26616623	8.450965746	PAN	Panama	1	FEMALE	NUMBER	Female	Number	24	30	27	26	24	25	2016	24	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	591	-81.26616623	8.450965746	PAN	Panama	2	MALE	NUMBER	Male	Number	159	180	158	130	150	140	2016	150	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	591	-81.26616623	8.450965746	PAN	Panama	3	BOTHSEX	NUMBER	Both	Number	183	210	185	156	174	165	2016	174	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	FEMALE	NUMBER	Female	Number	119	106	111	131	132	131.5	2016	132	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	2	MALE	NUMBER	Male	Number	278	259	273	343	352	347.5	2016	352	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	3	BOTHSEX	NUMBER	Both	Number	397	365	384	473	484	478.5	2016	484	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	FEMALE	NUMBER	Female	Number	164	195	191	216	215	215.5	2016	215	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	2	MALE	NUMBER	Male	Number	373	390	384	439	423	431	2016	423	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	3	BOTHSEX	NUMBER	Both	Number	536	585	575	655	639	647	2016	639	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	604	-71.82093277	-13.58939705	PER	Peru	1	FEMALE	NUMBER	Female	Number	379	362	363	420	427	423.5	2016	427	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	604	-71.82093277	-13.58939705	PER	Peru	2	MALE	NUMBER	Male	Number	939	915	989	1126	1140	1133	2016	1140	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	604	-71.82093277	-13.58939705	PER	Peru	3	BOTHSEX	NUMBER	Both	Number	1318	1277	1352	1546	1567	1556.5	2016	1567	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	608	120.8601418	14.16591706	PHL	Philippines	1	FEMALE	NUMBER	Female	Number	601	634	885	997	1008	1002.5	2016	1008	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	608	120.8601418	14.16591706	PHL	Philippines	2	MALE	NUMBER	Male	Number	1367	1622	2242	2291	2255	2273	2016	2255	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	608	120.8601418	14.16591706	PHL	Philippines	3	BOTHSEX	NUMBER	Both	Number	1967	2256	3127	3288	3263	3275.5	2016	3263	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	616	19.40660158	52.1226733	POL	Poland	1	FEMALE	NUMBER	Female	Number	1087	1025	947	801	845	823	2016	845	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
