series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	442	6.092656563	49.77679538	LUX	Luxembourg	2	INDEX	MP	Index	P	0.9863	0.98631	0.98619	0.98608	0.98588	0.98571	0.98553	0.98547	0.98547	0.98547	0.98553	0.98559	0.98564	0.9857	0.98575	0.98579	0.98582	0.98589	0.98594	0.986	0.98608	0.98618	0.98633	0.9864	0.98654	0.98665	0.98642	2018	0.98665	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	442	6.092656563	49.77679538	LUX	Luxembourg	3	INDEX	UB	Index	Upper bound	0.98667	0.98666	0.98677	0.98689	0.98659	0.98641	0.98623	0.98605	0.98587	0.98575	0.98581	0.98587	0.98593	0.98598	0.98605	0.98611	0.98624	0.98638	0.98651	0.98666	0.98681	0.98702	0.98731	0.98741	0.98767	0.98784	0.98745	2018	0.98784	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	INDEX	LB	Index	Lower bound	0.97509	0.97478	0.97446	0.97414	0.97383	0.97351	0.97346	0.97341	0.97336	0.97332	0.97231	0.97131	0.9703	0.9693	0.9692	0.96909	0.96899	0.96889	0.96889	0.96888	0.96888	0.96888	0.96888	0.96888	0.96888	0.96888	0.96888	2018	0.96888	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	INDEX	MP	Index	P	0.97583	0.97541	0.97509	0.97478	0.97446	0.97414	0.97383	0.97351	0.97346	0.97341	0.97336	0.97332	0.97231	0.97131	0.9703	0.9693	0.9692	0.96909	0.96899	0.96889	0.96889	0.96889	0.96889	0.96889	0.96889	0.96889	0.96889	2018	0.96889	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	INDEX	UB	Index	Upper bound	0.97666	0.97624	0.97583	0.97541	0.97509	0.97478	0.97446	0.97414	0.97383	0.97351	0.97346	0.97341	0.97336	0.97332	0.97231	0.97131	0.9703	0.9693	0.9692	0.96909	0.96899	0.96889	0.96889	0.96889	0.96889	0.96889	0.96889	2018	0.96889	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	450	46.6982339	-19.38514785	MDG	Madagascar	1	INDEX	LB	Index	Lower bound	0.86387	0.86441	0.86334	0.85947	0.85596	0.8528	0.84871	0.84561	0.8423	0.83844	0.83461	0.83068	0.82643	0.82257	0.81844	0.81335	0.80898	0.80319	0.79628	0.79102	0.78518	0.77867	0.76982	0.76328	0.75796	0.75089	0.764124	2018	0.75089	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	450	46.6982339	-19.38514785	MDG	Madagascar	2	INDEX	MP	Index	P	0.86959	0.86927	0.86845	0.86677	0.86469	0.86105	0.85842	0.85376	0.8507	0.84748	0.84351	0.83949	0.83653	0.83202	0.82892	0.82583	0.82252	0.81937	0.81616	0.81301	0.81005	0.80591	0.80118	0.79881	0.79528	0.79197	0.79863	2018	0.79197	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	450	46.6982339	-19.38514785	MDG	Madagascar	3	INDEX	UB	Index	Upper bound	0.87403	0.87366	0.87299	0.87207	0.87162	0.87017	0.86571	0.86262	0.85973	0.85606	0.85147	0.8482	0.8449	0.84156	0.83803	0.83559	0.83188	0.8294	0.82757	0.82635	0.82593	0.82587	0.82533	0.82507	0.82588	0.82585	0.8256	2018	0.82585	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	454	33.4884625	-13.40819859	MWI	Malawi	1	INDEX	LB	Index	Lower bound	0.7925	0.79362	0.79492	0.79489	0.79525	0.79586	0.79505	0.7955	0.79542	0.79488	0.79445	0.79392	0.79339	0.7926	0.79259	0.79212	0.79125	0.79018	0.78983	0.79005	0.78875	0.78838	0.78761	0.78634	0.78631	0.78623	0.786974	2018	0.78623	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	454	33.4884625	-13.40819859	MWI	Malawi	2	INDEX	MP	Index	P	0.80763	0.80745	0.80724	0.80672	0.80632	0.80567	0.80561	0.80529	0.80495	0.805	0.80522	0.80545	0.80557	0.80578	0.80594	0.80608	0.80624	0.80626	0.8063	0.8063	0.80628	0.80629	0.80629	0.80628	0.80627	0.80628	0.806282	2018	0.80628	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	454	33.4884625	-13.40819859	MWI	Malawi	3	INDEX	UB	Index	Upper bound	0.81014	0.80993	0.80899	0.80868	0.8083	0.80774	0.80756	0.80738	0.80679	0.80675	0.80674	0.80672	0.80671	0.80689	0.80724	0.80802	0.80878	0.80964	0.81057	0.81165	0.81255	0.81357	0.81501	0.81534	0.81711	0.818	0.815806	2018	0.818	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	458	116.8346314	5.452415309	MYS	Malaysia	1	INDEX	LB	Index	Lower bound	0.84428	0.84229	0.83963	0.8337	0.83172	0.82374	0.8173	0.81191	0.80492	0.79696	0.78892	0.78163	0.77281	0.7648	0.7557	0.74584	0.73588	0.72632	0.71742	0.70566	0.69405	0.68438	0.67402	0.66056	0.64813	0.63035	0.659488	2018	0.63035	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	458	116.8346314	5.452415309	MYS	Malaysia	2	INDEX	MP	Index	P	0.88179	0.8754	0.86806	0.8617	0.85331	0.84398	0.83505	0.82674	0.81721	0.80963	0.80206	0.7938	0.78572	0.77777	0.77004	0.76211	0.7534	0.74652	0.73692	0.72893	0.721	0.71212	0.70483	0.69504	0.68738	0.67955	0.695784	2018	0.67955	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	458	116.8346314	5.452415309	MYS	Malaysia	3	INDEX	UB	Index	Upper bound	0.92334	0.91674	0.90367	0.89418	0.88601	0.87342	0.86023	0.84603	0.8366	0.82777	0.81635	0.80561	0.79961	0.79026	0.78341	0.77475	0.76719	0.76026	0.75239	0.74922	0.74002	0.73524	0.73133	0.72622	0.72083	0.71534	0.725792	2018	0.71534	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	462	73.09672546	-0.614385021	MDV	Maldives	1	INDEX	LB	Index	Lower bound	0.8847	0.88871	0.8876	0.89058	0.89149	0.89174	0.88905	0.88683	0.88452	0.88049	0.87581	0.87158	0.86805	0.86414	0.85845	0.85367	0.8472	0.84182	0.83429	0.82923	0.82579	0.81399	0.80517	0.79877	0.78931	0.78101	0.79765	2018	0.78101	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	462	73.09672546	-0.614385021	MDV	Maldives	2	INDEX	MP	Index	P	0.92224	0.9221	0.92199	0.92098	0.91878	0.91485	0.91183	0.90806	0.90559	0.90156	0.89711	0.89436	0.89108	0.8883	0.88489	0.881	0.87581	0.87313	0.86924	0.86527	0.86237	0.8579	0.85398	0.85075	0.84603	0.84349	0.85043	2018	0.84349	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	462	73.09672546	-0.614385021	MDV	Maldives	3	INDEX	UB	Index	Upper bound	0.94605	0.9453	0.94356	0.9428	0.9407	0.9361	0.93314	0.9283	0.92384	0.91967	0.91864	0.91302	0.91007	0.90783	0.9044	0.90391	0.90191	0.90091	0.89846	0.9001	0.9015	0.90251	0.90577	0.90695	0.91229	0.91438	0.90838	2018	0.91438	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	466	-3.522016039	17.35311254	MLI	Mali	1	INDEX	LB	Index	Lower bound	0.98454	0.9846	0.98452	0.98445	0.98434	0.98438	0.98422	0.9841	0.984	0.98367	0.98327	0.98287	0.98255	0.98181	0.98161	0.98097	0.98052	0.9799	0.97953	0.97902	0.97842	0.97804	0.97762	0.97705	0.97669	0.97667	0.977214	2018	0.97667	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	466	-3.522016039	17.35311254	MLI	Mali	2	INDEX	MP	Index	P	0.98767	0.98748	0.98733	0.98704	0.98685	0.98659	0.98632	0.98606	0.98571	0.98549	0.98517	0.98487	0.98463	0.98427	0.98388	0.98362	0.98337	0.98308	0.98278	0.98254	0.98233	0.98217	0.982	0.98192	0.98176	0.98165	0.9819	2018	0.98165	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	466	-3.522016039	17.35311254	MLI	Mali	3	INDEX	UB	Index	Upper bound	0.98878	0.98843	0.98807	0.98768	0.98743	0.98713	0.98687	0.98666	0.98646	0.98618	0.9859	0.98557	0.9854	0.9851	0.98469	0.98437	0.98417	0.98388	0.9836	0.98346	0.98334	0.98341	0.98344	0.98351	0.98351	0.98359	0.983492	2018	0.98359	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	470	14.44617519	35.89194275	MLT	Malta	1	INDEX	LB	Index	Lower bound	0.89654	0.89597	0.89393	0.89291	0.88967	0.88672	0.88402	0.8823	0.87939	0.87794	0.87765	0.87649	0.87607	0.87471	0.87425	0.87374	0.873	0.87243	0.87145	0.87026	0.87026	0.86933	0.86899	0.86851	0.8669	0.86719	0.868184	2018	0.86719	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	470	14.44617519	35.89194275	MLT	Malta	2	INDEX	MP	Index	P	0.90948	0.90737	0.90471	0.90348	0.89771	0.89521	0.89135	0.88918	0.88723	0.88527	0.88332	0.88296	0.88249	0.88233	0.88257	0.883	0.88332	0.88332	0.88332	0.88332	0.88332	0.88332	0.88332	0.88332	0.88332	0.88332	0.88332	2018	0.88332	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	470	14.44617519	35.89194275	MLT	Malta	3	INDEX	UB	Index	Upper bound	0.91224	0.91124	0.91083	0.91029	0.90691	0.90375	0.9006	0.89744	0.89429	0.89114	0.88918	0.88723	0.88527	0.88332	0.88332	0.88369	0.88427	0.88452	0.88597	0.88644	0.88727	0.88811	0.88939	0.8904	0.89174	0.89287	0.890502	2018	0.89287	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	474	-60.91544135	14.56086108	MTQ	Martinique	1	INDEX	LB	Index	Lower bound	0.78672	0.78591	0.78479	0.78257	0.78038	0.7783	0.77549	0.77289	0.77087	0.76901	0.76623	0.76356	0.76091	0.75877	0.75577	0.75342	0.74943	0.74605	0.74325	0.73772	0.73532	0.73112	0.72699	0.72157	0.7189	0.71504	0.722724	2018	0.71504	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	474	-60.91544135	14.56086108	MTQ	Martinique	2	INDEX	MP	Index	P	0.78938	0.78893	0.78811	0.78649	0.78492	0.7824	0.77999	0.7779	0.77592	0.77349	0.77145	0.7689	0.76672	0.76397	0.76217	0.7602	0.75764	0.7557	0.75378	0.75171	0.74912	0.74704	0.74461	0.74191	0.74006	0.73768	0.74226	2018	0.73768	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
