series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Location	Units	Location description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	566	8.097363256	9.585789025	NGA	Nigeria	3	RURAL	PERCENT	Rural	Percentage	20.75	21.39	22.02	33.8	23.28	23.94	24.62	32.29	31.4	26.9	34.9	35.5	29.61	34.4	31.68	32.8	41.1	33.918	2016	41.1	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	570	-169.8601693	-19.05000475	NIU	Niue	1	ALLAREA	PERCENT	All areas	Percentage	95.32	95.66	96	96.33	96.66	97	97.34	97.71	98.11	98.52	98.94	99.58	99.68	99.89	99.97	100	100	99.908	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	570	-169.8601693	-19.05000475	NIU	Niue	2	URBAN	PERCENT	Urban	Percentage	98.07	98.2	98.33	98.46	98.59	98.72	98.87	99.03	99.2	99.38	99.56	100	99.88	99.96	99.99	100	100	99.966	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	570	-169.8601693	-19.05000475	NIU	Niue	3	RURAL	PERCENT	Rural	Percentage												99.32							2011	99.32	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	578	11.47846389	61.34311134	NOR	Norway	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	578	11.47846389	61.34311134	NOR	Norway	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	578	11.47846389	61.34311134	NOR	Norway	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ALLAREA	PERCENT	All areas	Percentage	46	48.27	50.01	51.75	53.49	55.23	56.99	58.76	60.56	62.38	64.53	66.06	67.92	69.8	71.67	73.55	75.44	71.676	2016	75.44	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	2	URBAN	PERCENT	Urban	Percentage	70	72.11	73.37	74.64	75.92	77.19	78.48	79.78	81.09	82.41	84.59	85.09	86.44	87.8	89.16	90.52	91.88	89.16	2016	91.88	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	3	RURAL	PERCENT	Rural	Percentage	10	41.42	43.3	45.17	47.04	48.92	50.81	52.73	54.66	56.63	58.59	60.6	62.61	64.62	66.63	68.65	70.67	66.636	2016	70.67	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ALLAREA	PERCENT	All areas	Percentage	68.34	69.84	71.32	72.81	74.29	75.77	77.27	72.3	80.32	81.88	83.46	89.92	86.66	88.27	89.89	91.51	93.14	89.894	2016	93.14	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	2	URBAN	PERCENT	Urban	Percentage	89.24	89.54	89.83	90.12	90.41	90.71	91.02	91.6	91.67	92.02	92.38	92.5	93.11	93.49	93.87	94.26	94.64	93.874	2016	94.64	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	3	RURAL	PERCENT	Rural	Percentage	23.18	26.66	30.17	33.73	37.36	41.08	44.88	32.1	52.84	57	61.27	83.73	70.15	74.74	79.44	84.22	89.09	79.528	2016	89.09	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	585	134.5733878	7.502307591	PLW	Palau	1	ALLAREA	PERCENT	All areas	Percentage	98.41	98.42	98.41	98.4	98.38	98.92	98.37	98.39	98.44	98.5	98.58	98.68	97.63	98.91	99.81	99.16	99.29	98.96	2016	99.29	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	585	134.5733878	7.502307591	PLW	Palau	2	URBAN	PERCENT	Urban	Percentage	99.37	99.34	99.31	99.27	99.24	99.7	99.2	99.2	99.21	99.23	99.26	99.3	98.49	99.4	100	99.52	99.58	99.398	2016	99.58	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	585	134.5733878	7.502307591	PLW	Palau	3	RURAL	PERCENT	Rural	Percentage	96.18	96.09	95.95	95.79	95.6	97.55	95.25	95.13	95.07	95.1	95.19	95.37	96.25	95.93	98.6	96.74	97.23	96.95	2016	97.23	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	586	68.80479684	29.36491634	PAK	Pakistan	1	ALLAREA	PERCENT	All areas	Percentage	75.26	77.7	78.13	79.56	80.98	83.85	83.85	89.2	86.79	90.73	89.81	91.37	92.9	93.6	96.02	93.5	99.15	95.034	2016	99.15	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	586	68.80479684	29.36491634	PAK	Pakistan	2	URBAN	PERCENT	Urban	Percentage	95.81	96.01	96.2	96.4	96.6	96.4	97.01	98.3	97.47	97.73	97.98	98.08	98.53	99.8	99.1	98.7	99.67	99.16	2016	99.67	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	586	68.80479684	29.36491634	PAK	Pakistan	3	RURAL	PERCENT	Rural	Percentage	65.07	68.5	68.93	70.86	72.8	74.27	76.74	84.4	80.83	87.1	85.1	87.9	89.53	90.5	94.1	90.37	98.81	92.662	2016	98.81	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	591	-81.26616623	8.450965746	PAN	Panama	1	ALLAREA	PERCENT	All areas	Percentage	81.4	81.52	82.25	87.8	83.69	84.41	85.15	85.91	86.69	87.49	86.85	89.14	89.98	89.1	91.69	92.55	93.42	91.348	2016	93.42	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	591	-81.26616623	8.450965746	PAN	Panama	2	URBAN	PERCENT	Urban	Percentage	97.19	97.11	97.21	97.32	97.42	97.54	97.66	97.79	97.94	98.1	98.7	98.45	98.64	98.3	99.02	99.22	99.42	98.92	2016	99.42	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	591	-81.26616623	8.450965746	PAN	Panama	3	RURAL	PERCENT	Rural	Percentage	52.16	55.55	57	71.54	59.92	61.42	62.95	64.55	66.2	67.92	61.65	71.53	73.4	68.4	77.28	79.27	81.3	75.93	2016	81.3	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ALLAREA	PERCENT	All areas	Percentage	12.21	12.83	13.44	14.04	14.64	15.25	12.4	16.5	17.16	17.84	19.5	19.25	19.97	20.71	21.45	22.19	22.93	21.45	2016	22.93	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	2	URBAN	PERCENT	Urban	Percentage	63.3	63.84	64.38	64.92	65.47	66.02	61.3	67.14	67.73	68.32	71.2	69.54	70.17	70.79	71.42	72.06	72.69	71.426	2016	72.69	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	3	RURAL	PERCENT	Rural	Percentage	4.44	5.09	5.71	6.34	6.96	7.59	6.5	8.88	9.57	10.27	9	11.73	12.48	13.24	13.99	14.73	15.47	13.982	2016	15.47	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ALLAREA	PERCENT	All areas	Percentage	89.02	91.04	91.67	92.56	93.25	94.69	96.75	96.45	96.68	96.89	97.43	98.24	97.84	99.02	99	99.33	98.4	98.718	2016	98.4	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	2	URBAN	PERCENT	Urban	Percentage	97.6	97.93	97.75	97.8	97.53	98.39	98.54	98.83	99.01	98.39	99.5	99.56	99.64	99.77	99.83	99.82	99.9	99.792	2016	99.9	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	3	RURAL	PERCENT	Rural	Percentage	78.39	82.04	82.57	84.99	86.99	89	94.09	92.74	93.26	94.6	94.27	96.25	95.14	97.89	97.75	98.59	96.1	97.094	2016	96.1	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	604	-71.82093277	-13.58939705	PER	Peru	1	ALLAREA	PERCENT	All areas	Percentage	72.5	72.11	74.38	74.38	75.69	77.17	80.16	81.99	84.68	86.42	88.12	89.71	91.1	92.14	92.92	93.85	94.85	92.972	2016	94.85	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	604	-71.82093277	-13.58939705	PER	Peru	2	URBAN	PERCENT	Urban	Percentage	95.16	92.36	93.83	93.76	94.31	94.66	96.16	95.81	97.04	97.48	98.14	98.38	98.63	98.78	98.88	98.87	100	99.032	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	604	-71.82093277	-13.58939705	PER	Peru	3	RURAL	PERCENT	Rural	Percentage	28.94	27.62	29.97	29.7	32.03	34.58	39.63	45.41	50.13	55.13	58.59	64.24	68.56	71.6	74.5	77.92	75.57	73.63	2016	75.57	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	608	120.8601418	14.16591706	PHL	Philippines	1	ALLAREA	PERCENT	All areas	Percentage	73.46	74.51	75.54	76.6	77.59	78.62	79.66	80.72	83.3	82.91	84.03	85.17	86.32	87.5	88.65	89.08	90.98	88.506	2016	90.98	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	608	120.8601418	14.16591706	PHL	Philippines	2	URBAN	PERCENT	Urban	Percentage	89.71	90.12	90.52	92	91.34	91.75	92.17	92.6	93.7	93.51	93.98	94.46	94.94	94.1	95.93	95.91	96.92	95.56	2016	96.92	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	608	120.8601418	14.16591706	PHL	Philippines	3	RURAL	PERCENT	Rural	Percentage	58.49	60.27	62.02	59.8	65.46	67.16	68.87	70.58	72.8	74.06	75.82	77.57	79.32	81.5	82.81	85.12	86.26	83.002	2016	86.26	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	616	19.40660158	52.1226733	POL	Poland	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	616	19.40660158	52.1226733	POL	Poland	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	616	19.40660158	52.1226733	POL	Poland	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	620	-7.961599811	39.68509315	PRT	Portugal	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	620	-7.961599811	39.68509315	PRT	Portugal	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	620	-7.961599811	39.68509315	PRT	Portugal	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ALLAREA	PERCENT	All areas	Percentage	5.41	5.94	6.45	6.96	7.47	7.98	14.54	9.05	9.62	4.7	6	11.43	12.06	12.71	17.2	14	14.66	14.126	2016	14.66	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	2	URBAN	PERCENT	Urban	Percentage	23.19	23.56	23.92	24.29	24.66	25.03	34.4	25.81	26.21	26.63	11.8	27.5	27.95	28.4	33.1	29.31	29.77	29.706	2016	29.77	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	3	RURAL	PERCENT	Rural	Percentage							2.82				3.5				4			4	2014	4	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ALLAREA	PERCENT	All areas	Percentage	19.63	25.6	24.99	27.7	30.32	32.99	35.68	36.6	41.1	43.84	38	49.39	52.17	54.97	57.78	67.28	63.39	59.118	2016	63.39	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	2	URBAN	PERCENT	Urban	Percentage	71.74	72.94	74.14	73.6	76.54	77.75	78.97	82.3	81.43	82.69	83.4	85.23	86.51	87.79	89.08	90.37	91.67	89.084	2016	91.67	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	3	RURAL	PERCENT	Rural	Percentage	2.94	10.14	8.62	3.2	14.33	17.01	19.72	20.3	25.26	28.09	24	33.9	36.87	39.89	42.96	56.03	49.22	44.994	2016	49.22	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ALLAREA	PERCENT	All areas	Percentage			100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	2	URBAN	PERCENT	Urban	Percentage			100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	3	RURAL	PERCENT	Rural	Percentage			100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	634	51.19152467	25.28355379	QAT	Qatar	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	634	51.19152467	25.28355379	QAT	Qatar	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	634	51.19152467	25.28355379	QAT	Qatar	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	638	55.53171398	-21.13183266	REU	Réunion	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	638	55.53171398	-21.13183266	REU	Réunion	2	URBAN	PERCENT	Urban	Percentage																						
