GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,TypeOfSkill_Code,TypeOfSkill_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,504,Morocco,2016.0,,6.0,Float,ITU World Telecommunication/ICT Indicators database.,,MAR,-6.281942841,31.8440131
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,504,Morocco,2016.0,,23.8,Float,ITU World Telecommunication/ICT Indicators database.,,MAR,-6.281942841,31.8440131
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,PERCENT,Percentage,504,Morocco,2016.0,,15.2,Float,ITU World Telecommunication/ICT Indicators database.,,MAR,-6.281942841,31.8440131
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,504,Morocco,2016.0,,46.4,Float,ITU World Telecommunication/ICT Indicators database.,,MAR,-6.281942841,31.8440131
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,4.1,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,12.7,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,8.2,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,67.9,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,60.3,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,71.8,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,68.1,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,67.1,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2016.0,,70.5,Float,ITU World Telecommunication/ICT Indicators database.,,NLD,5.331480568,51.86728884
