series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	548	167.0679779	-15.34445547	VUT	Vanuatu	2	PER_100000_POP	MP	Per 100,000 population	P	110	123	69	69	86	83	80	77	74	72	69	67	65	62	63	63	56	61.8	2016	56	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	548	167.0679779	-15.34445547	VUT	Vanuatu	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	84	95	53	54	55	53	62	57	48	59	51	48	52	50	45	52	43	48.4	2016	43	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	554	170.4755673	-43.98721568	NZL	New Zealand	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	12	13	11	14	12	11	11	8.6	9.1	9.2	9.2	9.2	8.7	8	8.6	8.4	8.4	8.42	2016	8.4	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	554	170.4755673	-43.98721568	NZL	New Zealand	2	PER_100000_POP	MP	Per 100,000 population	P	10	11	9.5	12	10	9.2	9.5	7.4	7.8	7.9	7.9	7.9	7.5	6.9	7.5	7.3	7.3	7.3	2016	7.3	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	554	170.4755673	-43.98721568	NZL	New Zealand	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	8.8	9.5	8.2	10	8.9	7.9	8.1	6.4	6.7	6.8	6.8	6.8	6.5	5.9	6.4	6.2	6.2	6.24	2016	6.2	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	76	76	64	69	66	56	58	66	66	64	67	73	75	73	69	64	60	68.2	2016	60	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	558	-85.03060315	12.84210839	NIC	Nicaragua	2	PER_100000_POP	MP	Per 100,000 population	P	60	60	51	54	52	44	46	52	52	50	53	58	59	58	55	51	48	54.2	2016	48	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	558	-85.03060315	12.84210839	NIC	Nicaragua	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	46	46	39	42	40	34	35	40	40	39	41	44	45	44	42	39	36	41.2	2016	36	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	562	9.400167877	17.42143036	NER	Niger	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	272	255	241	227	215	204	194	185	176	169	162	156	151	146	141	136	132	141.2	2016	132	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	562	9.400167877	17.42143036	NER	Niger	2	PER_100000_POP	MP	Per 100,000 population	P	191	179	168	159	151	143	136	129	123	118	113	109	105	102	98	95	93	98.6	2016	93	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	562	9.400167877	17.42143036	NER	Niger	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	123	116	109	103	97	92	88	84	80	76	73	71	68	66	64	62	60	64	2016	60	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	566	8.097363256	9.585789025	NGA	Nigeria	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	2016	311	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	566	8.097363256	9.585789025	NGA	Nigeria	2	PER_100000_POP	MP	Per 100,000 population	P	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	2016	219	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	566	8.097363256	9.585789025	NGA	Nigeria	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	2016	143	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	570	-169.8601693	-19.05000475	NIU	Niue	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	0	0	297	0	0	0	0	0	0	0	0	82	0	0	0	0	23	4.6	2016	23	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	570	-169.8601693	-19.05000475	NIU	Niue	2	PER_100000_POP	MP	Per 100,000 population	P	0	0	257	0	0	0	0	0	0	0	0	71	0	0	0	0	20	4	2016	20	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	570	-169.8601693	-19.05000475	NIU	Niue	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	0	0	220	0	0	0	0	0	0	0	0	60	0	0	0	0	17	3.4	2016	17	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	574	167.9515548	-29.03230018	NFK	Norfolk Island	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	574	167.9515548	-29.03230018	NFK	Norfolk Island	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	578	11.47846389	61.34311134	NOR	Norway	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	6.5	8.1	7.1	9.7	8.2	7.9	7.9	8	8.3	9	8	8.6	9.1	9.5	7.8	7.3	7	8.14	2016	7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	578	11.47846389	61.34311134	NOR	Norway	2	PER_100000_POP	MP	Per 100,000 population	P	5.6	7	6.1	8.4	7.1	6.9	6.8	6.9	7.2	7.8	6.9	7.4	7.9	8.2	6.8	6.3	6.1	7.06	2016	6.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	578	11.47846389	61.34311134	NOR	Norway	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	4.8	6	5.3	7.2	6.1	5.9	5.8	5.9	6.1	6.7	5.9	6.4	6.7	7	5.8	5.4	5.2	6.02	2016	5.2	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	144	111	102	89	107	119	110	98	65	91	78	82	79	81	63	68	68	71.8	2016	68	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	2	PER_100000_POP	MP	Per 100,000 population	P	125	96	89	77	93	103	95	85	56	78	68	71	69	70	55	59	59	62.4	2016	59	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	107	82	76	66	79	88	81	73	48	67	58	60	59	60	47	50	50	53.2	2016	50	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	134	153	188	157	175	146	156	211	248	225	250	226	220	229	286	157	225	223.4	2016	225	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	2	PER_100000_POP	MP	Per 100,000 population	P	106	121	148	124	138	115	123	167	196	178	198	179	174	181	226	124	177	176.4	2016	177	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	81	93	114	95	106	88	94	128	150	136	151	137	133	138	173	95	136	135	2016	136	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	103	170	155	182	355	337	422	479	379	426	582	418	435	446	424	412	533	450	2016	533	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	584	171.0839119	7.110213497	MHL	Marshall Islands	2	PER_100000_POP	MP	Per 100,000 population	P	81	134	122	144	281	267	334	379	299	337	460	331	344	353	336	326	422	356.2	2016	422	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	584	171.0839119	7.110213497	MHL	Marshall Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	62	103	94	110	215	204	255	290	229	258	352	253	264	270	257	249	323	272.6	2016	323	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	585	134.5733878	7.502307591	PLW	Palau	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	75	75	75	61	34	67	80	73	98	124	123	77	26	51	88	87	142	78.8	2016	142	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	585	134.5733878	7.502307591	PLW	Palau	2	PER_100000_POP	MP	Per 100,000 population	P	65	65	65	53	29	58	69	63	85	107	107	67	22	44	76	76	123	68.2	2016	123	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	585	134.5733878	7.502307591	PLW	Palau	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	55	55	55	45	25	49	59	54	73	92	91	57	19	38	65	65	105	58.4	2016	105	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	586	68.80479684	29.36491634	PAK	Pakistan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	393	393	393	394	394	394	394	394	394	394	394	394	394	393	386	386	383	388.4	2016	383	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	586	68.80479684	29.36491634	PAK	Pakistan	2	PER_100000_POP	MP	Per 100,000 population	P	275	275	275	276	276	276	276	276	276	276	276	276	276	275	270	270	268	271.8	2016	268	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	586	68.80479684	29.36491634	PAK	Pakistan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	178	178	178	178	178	178	178	178	178	178	178	178	178	178	175	175	174	176	2016	174	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	591	-81.26616623	8.450965746	PAN	Panama	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	61	88	79	80	82	78	76	73	74	68	67	70	64	60	59	66	70	63.8	2016	70	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	591	-81.26616623	8.450965746	PAN	Panama	2	PER_100000_POP	MP	Per 100,000 population	P	48	70	63	63	65	61	60	58	58	54	53	55	50	47	47	52	55	50.2	2016	55	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	591	-81.26616623	8.450965746	PAN	Panama	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	37	53	48	48	50	47	46	44	45	41	40	42	39	36	36	40	42	38.6	2016	42	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	617	617	617	617	617	617	617	617	617	617	617	617	617	560	516	521	521	547	2016	521	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	2	PER_100000_POP	MP	Per 100,000 population	P	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	2016	432	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	280	280	280	280	280	280	280	280	280	280	280	280	280	321	356	352	352	332.2	2016	352	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	49	51	51	54	54	50	55	51	49	51	49	50	50	46	46	47	48	47.4	2016	48	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	600	-60.54854225	-21.70216237	PRY	Paraguay	2	PER_100000_POP	MP	Per 100,000 population	P	42	44	44	47	47	43	48	44	42	44	42	43	44	40	39	41	42	41.2	2016	42	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	600	-60.54854225	-21.70216237	PRY	Paraguay	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	36	38	38	40	40	37	41	37	36	38	36	37	37	34	34	35	36	35.2	2016	36	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	604	-71.82093277	-13.58939705	PER	Peru	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	236	224	215	188	194	193	194	181	178	174	167	166	156	154	153	150	148	152.2	2016	148	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	604	-71.82093277	-13.58939705	PER	Peru	2	PER_100000_POP	MP	Per 100,000 population	P	186	177	170	149	153	153	153	143	140	137	132	131	123	122	121	119	117	120.4	2016	117	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	604	-71.82093277	-13.58939705	PER	Peru	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	143	136	130	114	117	117	117	110	108	105	101	100	94	93	93	91	90	92.2	2016	90	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	608	120.8601418	14.16591706	PHL	Philippines	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	939	922	906	889	874	858	843	834	838	841	845	848	852	855	859	862	866	858.8	2016	866	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	608	120.8601418	14.16591706	PHL	Philippines	2	PER_100000_POP	MP	Per 100,000 population	P	590	579	569	559	549	539	530	520	524	528	531	535	539	543	546	550	554	546.4	2016	554	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	608	120.8601418	14.16591706	PHL	Philippines	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	321	315	310	304	299	293	288	280	283	286	290	293	297	300	304	307	311	303.8	2016	311	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	612	-128.3225873	-24.37538456	PCN	Pitcairn	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	612	-128.3225873	-24.37538456	PCN	Pitcairn	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	616	19.40660158	52.1226733	POL	Poland	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	38	35	35	35	30	28	28	28	26	27	24	28	24	24	23	22	21	22.8	2016	21	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	616	19.40660158	52.1226733	POL	Poland	2	PER_100000_POP	MP	Per 100,000 population	P	33	30	30	30	26	25	24	24	22	23	21	24	21	21	20	19	18	19.8	2016	18	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	616	19.40660158	52.1226733	POL	Poland	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	28	26	26	26	22	21	21	21	19	20	18	20	18	18	17	16	16	17	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	620	-7.961599811	39.68509315	PRT	Portugal	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	54	55	56	51	46	42	40	37	35	34	32	31	31	30	28	27	23	27.8	2016	23	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	620	-7.961599811	39.68509315	PRT	Portugal	2	PER_100000_POP	MP	Per 100,000 population	P	47	48	48	44	39	36	35	32	30	29	28	27	27	26	24	23	20	24	2016	20	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	620	-7.961599811	39.68509315	PRT	Portugal	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	40	41	41	37	34	31	30	27	26	25	24	23	23	22	20	20	17	20.4	2016	17	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	436	453	471	489	505	516	522	525	526	528	531	537	545	553	527	533	534	538.4	2016	534	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	2	PER_100000_POP	MP	Per 100,000 population	P	305	317	330	342	353	361	366	367	368	369	372	376	382	387	369	373	374	377	2016	374	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	197	205	213	222	229	234	237	238	238	239	241	243	247	251	239	241	242	244	2016	242	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	PER_100000_POP	UB	Per 100,000 population	Upper bound			712	662	614	620	648	712	712	541	567	591	656	673	712	712	712	693	2016	712	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	626	125.9451052	-8.797497247	TLS	Timor-Leste	2	PER_100000_POP	MP	Per 100,000 population	P			498	498	498	498	498	498	498	498	498	498	498	498	498	498	498	498	2016	498	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	626	125.9451052	-8.797497247	TLS	Timor-Leste	3	PER_100000_POP	LB	Per 100,000 population	Lower bound			322	358	394	390	368	322	322	457	434	413	361	349	322	322	322	335.2	2016	322	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
