ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
ARE,53.98279159,23.43322219,784,United Arab Emirates,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,Births registered,,,,,,,,,,,,C,,,,,,,,,,,,National statistics,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,,,2012.0,100.0000000000000
TUN,9.572737411,34.11439971,788,Tunisia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.2000000000000,,,,,,2012.0,99.2000000000000
TUR,35.42890329,38.9899684,792,Turkey,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,Only asks if children were registered with population registry (does not ask about possession of birth certificate),,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,98.8000000000000,,,,,2013.0,98.8000000000000
TKM,58.9787665,40.0912346,795,Turkmenistan,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.6000000000000,,2016.0,99.6000000000000
TUV,178.6679611,-7.460048071,798,Tuvalu,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,Not included in aggregates as falls outside year range,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,49.9000000000000,,,,,,,,,,,2007.0,49.9000000000000
ALB,20.06660928,41.13897007,8,Albania,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,Not included in aggregates as falls outside year range,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,98.6000000000000,,,,,,,,,2009.0,98.6000000000000
UGA,32.39100438,1.279557331,800,Uganda,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,29.9000000000000,,,,,,,2011.0,29.9000000000000
UKR,31.40270802,49.00735945,804,Ukraine,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.8000000000000,,,,,,2012.0,99.8000000000000
MKD,21.7007909,41.60048068,807,The former Yugoslav Republic of Macedonia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.7000000000000,,,,,,,2011.0,99.7000000000000
EGY,29.77468534,26.57438204,818,Egypt,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,99.4000000000000,,,,2014.0,99.4000000000000
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,26.4000000000000,,2016.0,26.4000000000000
BLZ,-88.70199554,17.19965901,84,Belize,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS ,,,,,,,,,,,,,,,,,,,,,,,,95.7000000000000,,,2015.0,95.7000000000000
USA,-99.13830311,39.5277871,840,United States of America,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,,2013.0,100.0000000000000
BFA,-1.742843829,12.27491081,854,Burkina Faso,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,76.9000000000000,,,,,,,,2010.0,76.9000000000000
URY,-56.01387025,-32.8002838,858,Uruguay,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.8000000000000,,,,,2013.0,99.8000000000000
UZB,63.11944558,41.77560518,860,Uzbekistan,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,Not included in aggregates as falls outside year range,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.9000000000000,,,,,,,,,,,,2006.0,99.9000000000000
