series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	IHR Capacity	Units description	IHR Capacity description	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	46	20	46	80	80	70	70	70	74	2017	70	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	13	PERCENT	IHR03	Percentage	Surveillance	44	40	70	95	95	95	85	100	94	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	PERCENT	IHR11	Percentage	Food safety	80		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	2	PERCENT	IHR07	Percentage	Human resources	83		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	3	PERCENT	IHR08	Percentage	Laboratory	87		100	100	96			100	98.6666666666667	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	4	PERCENT	IHR10	Percentage	 Zoonotic events	69		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	5	PERCENT	IHR12	Percentage	Chemical events	42		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	6	PERCENT	IHR04	Percentage	Response	65		100	100	100			94	98	2017	94	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	50		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	8	PERCENT	IHR06	Percentage	Risk communication	80		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	66		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	10	PERCENT	IHR05	Percentage	Preparedness	85		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	11	PERCENT	IHR09	Percentage	Points of entry	100		100	100	100			89	96.3333333333333	2017	89	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	73		100	100	100			90	96.6666666666667	2017	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	13	PERCENT	IHR03	Percentage	Surveillance	84		100	100	100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	PERCENT	IHR11	Percentage	Food safety	86	67	80	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	2	PERCENT	IHR07	Percentage	Human resources	33	75	60	100	60	60	60	60	68	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	3	PERCENT	IHR08	Percentage	Laboratory	67	90	100	100	90	100	100	100	98	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	4	PERCENT	IHR10	Percentage	 Zoonotic events	84	33	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	5	PERCENT	IHR12	Percentage	Chemical events	0	0	0	0	0	0	0	0	0	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	6	PERCENT	IHR04	Percentage	Response	95	85	94	76	100	100	100	100	95.2	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	50	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	8	PERCENT	IHR06	Percentage	Risk communication	60	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	13	25	21	77	92	92	92	92	89	2017	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	10	PERCENT	IHR05	Percentage	Preparedness	100	87	90	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	11	PERCENT	IHR09	Percentage	Points of entry	75	100	89	100	100	100	91	91	96.4	2017	91	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	90	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	414	47.49305029	29.53949468	KWT	Kuwait	13	PERCENT	IHR03	Percentage	Surveillance	64	90	65	70	60	60	60	60	62	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	PERCENT	IHR11	Percentage	Food safety		92								2011	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	PERCENT	IHR07	Percentage	Human resources		0								2011	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	PERCENT	IHR08	Percentage	Laboratory		80								2011	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	4	PERCENT	IHR10	Percentage	 Zoonotic events		100								2011	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	5	PERCENT	IHR12	Percentage	Chemical events		75								2011	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	6	PERCENT	IHR04	Percentage	Response		57								2011	57	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	7	PERCENT	IHR01	Percentage	National legislation, policy and financing		25								2011	25	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	8	PERCENT	IHR06	Percentage	Risk communication		43								2011	43	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	9	PERCENT	IHR13	Percentage	Radionuclear emergencies		75								2011	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	10	PERCENT	IHR05	Percentage	Preparedness		0								2011	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	11	PERCENT	IHR09	Percentage	Points of entry		15								2011	15	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications		33								2011	33	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	13	PERCENT	IHR03	Percentage	Surveillance		60								2011	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	PERCENT	IHR11	Percentage	Food safety	46	67	40	87	80	80	80		81.75	2016	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	PERCENT	IHR07	Percentage	Human resources	66	25	60	80	100	100	100		95	2016	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	PERCENT	IHR08	Percentage	Laboratory	61	60	31	57	81	81	86		76.25	2016	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	4	PERCENT	IHR10	Percentage	 Zoonotic events	84	56	44	78	89	89	89		86.25	2016	89	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	5	PERCENT	IHR12	Percentage	Chemical events	0	0	0	0	0	54	54		27	2016	54	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	6	PERCENT	IHR04	Percentage	Response	94	57	40	58	58	87	88		72.75	2016	88	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	75	100	50	100	100	100	100		100	2016	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	8	PERCENT	IHR06	Percentage	Risk communication	20	71	14	86	86	86	86		86	2016	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	0	0	0	0	0	15	15		7.5	2016	15	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	10	PERCENT	IHR05	Percentage	Preparedness	73	42	10	35	46	100	100		70.25	2016	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	11	PERCENT	IHR09	Percentage	Points of entry	3	21	0	3	17	26	26		18	2016	26	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	75	83	36	46	46	66	67		56.25	2016	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	13	PERCENT	IHR03	Percentage	Surveillance	64	70	75	85	80	75	90		82.5	2016	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	PERCENT	IHR11	Percentage	Food safety	80	67	60	73	87			87	82.3333333333333	2017	87	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	422	35.89391711	33.92152458	LBN	Lebanon	2	PERCENT	IHR07	Percentage	Human resources	33	25	40	60	60			60	60	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	422	35.89391711	33.92152458	LBN	Lebanon	3	PERCENT	IHR08	Percentage	Laboratory	56	50	49	66	66			66	66	2017	66	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	422	35.89391711	33.92152458	LBN	Lebanon	4	PERCENT	IHR10	Percentage	 Zoonotic events	76	89	100	89	89			89	89	2017	89	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	422	35.89391711	33.92152458	LBN	Lebanon	5	PERCENT	IHR12	Percentage	Chemical events	7	8	54	69	69			92	76.6666666666667	2017	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	422	35.89391711	33.92152458	LBN	Lebanon	6	PERCENT	IHR04	Percentage	Response	78	28	47	63	88			94	81.6666666666667	2017	94	Global Health Observatory (GHO), World Health Organisation (WHO)	
