series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of mobile technology	Units description	Type of mobile technology description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	562	9.400167877	17.42143036	NER	Niger	2	PERCENT	AL2G	Percentage	at least 2g mobile network			13	14	14	15	45					75				80	89	84.5	2016	89	MPT-EN	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	562	9.400167877	17.42143036	NER	Niger	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	7.45	2.48333333333333	2016	7.45	MPT-EN	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	566	8.097363256	9.585789025	NGA	Nigeria	1	PERCENT	AL3G	Percentage	at least 3g mobile network								30	66.6						30	66.6	54	50.2	2016	54	Nigerian Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	566	8.097363256	9.585789025	NGA	Nigeria	2	PERCENT	AL2G	Percentage	at least 2g mobile network			38	45	55	58	60		83	90	90	68.49	80.85	91.15	99.39		92.7	91.0225	2016	92.7	Nigerian Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	566	8.097363256	9.585789025	NGA	Nigeria	3	PERCENT	AL4G	Percentage	at least 4g mobile network															20	35	50.84	35.28	2016	50.84	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	570	-169.8601693	-19.05000475	NIU	Niue	1	PERCENT	AL3G	Percentage	at least 3g mobile network								0	0						0	0		0	2015	0	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	570	-169.8601693	-19.05000475	NIU	Niue	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	570	-169.8601693	-19.05000475	NIU	Niue	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	578	11.47846389	61.34311134	NOR	Norway	1	PERCENT	AL3G	Percentage	at least 3g mobile network	90					90	97	98	99				90	97	98	99	99	96.6	2016	99	Norwegian Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	578	11.47846389	61.34311134	NOR	Norway	2	PERCENT	AL2G	Percentage	at least 2g mobile network	96	97										100	100	100	100	100	100	100	2016	100	Norwegian Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	578	11.47846389	61.34311134	NOR	Norway	3	PERCENT	AL4G	Percentage	at least 4g mobile network															85	99	99	94.3333333333333	2016	99	Norwegian Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																	34.78	34.78	2016	34.78	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network															10	25	47.62	27.54	2016	47.62	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network															40	65		52.5	2015	65	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	585	134.5733878	7.502307591	PLW	Palau	1	PERCENT	AL3G	Percentage	at least 3g mobile network									88							88	88	88	2016	88	ITU estimates.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	585	134.5733878	7.502307591	PLW	Palau	2	PERCENT	AL2G	Percentage	at least 2g mobile network						30	95	95	95	95	95	98	98	98	98	98		98	2015	98	Palau National Communications Corporation (PNCC)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	585	134.5733878	7.502307591	PLW	Palau	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	586	68.80479684	29.36491634	PAK	Pakistan	1	PERCENT	AL3G	Percentage	at least 3g mobile network						0	0	33	46				0	0	33	46	67	29.2	2016	67	Pakistan Telecommunication Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	586	68.80479684	29.36491634	PAK	Pakistan	2	PERCENT	AL2G	Percentage	at least 2g mobile network		27.1				35.8	36						75	78	81.5	86	87	81.5	2016	87	Pakistan Telecommunication Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	586	68.80479684	29.36491634	PAK	Pakistan	3	PERCENT	AL4G	Percentage	at least 4g mobile network															7	16	27	16.6666666666667	2016	27	Pakistan Telecommunication Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	591	-81.26616623	8.450965746	PAN	Panama	1	PERCENT	AL3G	Percentage	at least 3g mobile network								50	79						50	79	92.67	73.89	2016	92.67	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	591	-81.26616623	8.450965746	PAN	Panama	2	PERCENT	AL2G	Percentage	at least 2g mobile network	73.8	77	78.6	78.6	86.8	75.2	77.3	81.2	83.15	88.3	90.7	95.7	96	96	96	96	96	96	2016	96	Autoridad Nacional de los Servicios Públicos (ASEP)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	591	-81.26616623	8.450965746	PAN	Panama	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	10	11	7	2016	11	Autoridad Nacional de los Servicios Públicos (ASEP)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	PERCENT	AL3G	Percentage	at least 3g mobile network								60	60						60	60	60.9	60.3	2016	60.9	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	2	PERCENT	AL2G	Percentage	at least 2g mobile network																89		89	2015	89	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	3	PERCENT	AL4G	Percentage	at least 4g mobile network															7	35		21	2015	35	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	PERCENT	AL3G	Percentage	at least 3g mobile network								50	66						50	66	95.4	70.4666666666667	2016	95.4	Comisión Nacional de Telecomunicaciones - CONATEL	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	2	PERCENT	AL2G	Percentage	at least 2g mobile network											94			99.7			96.8	98.25	2016	96.8	Comisión Nacional de Telecomunicaciones - CONATEL	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	3	PERCENT	AL4G	Percentage	at least 4g mobile network															40	65	78.48	61.16	2016	78.48	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	604	-71.82093277	-13.58939705	PER	Peru	1	PERCENT	AL3G	Percentage	at least 3g mobile network				55.02	62.51	79.4		88.95	90.65		55.02	62.51	79.4		88.95	90.65	70.8	82.45	2016	70.8	Ministerio de Transportes y Comunicaciones	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	604	-71.82093277	-13.58939705	PER	Peru	2	PERCENT	AL2G	Percentage	at least 2g mobile network							87	92	94.8	84.31	97.13	97.89	96.97	99.95	100	100	74.86	94.356	2016	74.86	Ministerio de Transportes y Comunicaciones	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	604	-71.82093277	-13.58939705	PER	Peru	3	PERCENT	AL4G	Percentage	at least 4g mobile network															35	70.12	44.02	49.7133333333333	2016	44.02	Ministerio de Transportes y Comunicaciones	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	608	120.8601418	14.16591706	PHL	Philippines	1	PERCENT	AL3G	Percentage	at least 3g mobile network			69	69	70	73	75	78	78	69	69	70	73	75	78	78	93	79.4	2016	93	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	608	120.8601418	14.16591706	PHL	Philippines	2	PERCENT	AL2G	Percentage	at least 2g mobile network	70	70		75	92	99	99	99	99	99	99	99	99	99	99			99	2014	99	Department of Science and Technology, Information and Communications Technology Office	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	608	120.8601418	14.16591706	PHL	Philippines	3	PERCENT	AL4G	Percentage	at least 4g mobile network															48	39	80	55.6666666666667	2016	80	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	616	19.40660158	52.1226733	POL	Poland	1	PERCENT	AL3G	Percentage	at least 3g mobile network	25.5		56.63	61.16	82.34	80.52	93.6	99.9	100	56.63	61.16	82.34	80.52	93.6	99.9	100	100	94.804	2016	100	Office of Electronic Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	616	19.40660158	52.1226733	POL	Poland	2	PERCENT	AL2G	Percentage	at least 2g mobile network	95			99	99	99	99	99	99	99	99	99.54	99.54	99.54	99.9	100	100	99.796	2016	100	Office of Electronic Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	616	19.40660158	52.1226733	POL	Poland	3	PERCENT	AL4G	Percentage	at least 4g mobile network															80	100	100	93.3333333333333	2016	100	Office of Electronic Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	620	-7.961599811	39.68509315	PRT	Portugal	1	PERCENT	AL3G	Percentage	at least 3g mobile network			79	84	85	87.5	96.2	99.1	99.1	79	84	85	87.5	96.2	99.1	99.1	99.3	96.24	2016	99.3	Autoridade Nacional de Comunicaçoes	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	620	-7.961599811	39.68509315	PRT	Portugal	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99.8	99.8	99.32	2016	99.8	Autoridade Nacional de Comunicaçoes	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	620	-7.961599811	39.68509315	PRT	Portugal	3	PERCENT	AL4G	Percentage	at least 4g mobile network															95	94.3	98.8	96.0333333333333	2016	98.8	Autoridade Nacional de Comunicaçoes	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	PERCENT	AL3G	Percentage	at least 3g mobile network																	8.2	8.2	2016	8.2	Autoridade Reguladora Nacional das TIC	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	2	PERCENT	AL2G	Percentage	at least 2g mobile network							65				50	46	65			86	83	78	2016	83	Autoridade Reguladora Nacional das TIC	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	21.44	7.14666666666667	2016	21.44	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	PERCENT	AL3G	Percentage	at least 3g mobile network								96	96						96	96	96.5	96.1666666666667	2016	96.5	National Communications Authority 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	2	PERCENT	AL2G	Percentage	at least 2g mobile network				38	48	50	54	69	69		86		92		96	96	96.5	95.125	2016	96.5	National Communications Authority 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	0	0	2016	0	ITU estimate. 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	PERCENT	AL3G	Percentage	at least 3g mobile network								99.9	99						99.9	99	99	99.3	2016	99	Puerto Rico Institute of Statistics	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	2	PERCENT	AL2G	Percentage	at least 2g mobile network								61.7	64.3	68.4					99	99	99	99	2016	99	Puerto Rico Institute of Statistics	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	3	PERCENT	AL4G	Percentage	at least 4g mobile network																75	90	82.5	2016	90	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	634	51.19152467	25.28355379	QAT	Qatar	1	PERCENT	AL3G	Percentage	at least 3g mobile network	70	86	80	98	98	98	98	98	98	80	98	98	98	98	98	98	99.64	98.328	2016	99.64	Ministry of Transport and Communications	
